Area,Activity,value
Merijärvi,Total,1059.0
Merijärvi,Labour force,419.0
Merijärvi,Employed,388.0
Merijärvi,Unemployed,31.0
Merijärvi,Persons outside the labour force,640.0
Merijärvi,0-14 years old,261.0
Merijärvi,"Students, pupils",58.0
Merijärvi,"Conscripts, persons in non-military service",3.0
Merijärvi,Pensioners,295.0
Merijärvi,Other persons outside the labour force,23.0
Merikarvia,Total,2904.0
Merikarvia,Labour force,1112.0
Merikarvia,Employed,959.0
Merikarvia,Unemployed,153.0
Merikarvia,Persons outside the labour force,1792.0
Merikarvia,0-14 years old,421.0
Merikarvia,"Students, pupils",138.0
Merikarvia,"Conscripts, persons in non-military service",4.0
Merikarvia,Pensioners,1155.0
Merikarvia,Other persons outside the labour force,74.0
Miehikkälä,Total,1703.0
Miehikkälä,Labour force,701.0
Miehikkälä,Employed,609.0
Miehikkälä,Unemployed,92.0
Miehikkälä,Persons outside the labour force,1002.0
Miehikkälä,0-14 years old,153.0
Miehikkälä,"Students, pupils",74.0
Miehikkälä,"Conscripts, persons in non-military service",1.0
Miehikkälä,Pensioners,726.0
Miehikkälä,Other persons outside the labour force,48.0
Mikkeli,Total,51890.0
Mikkeli,Labour force,23891.0
Mikkeli,Employed,20936.0
Mikkeli,Unemployed,2955.0
Mikkeli,Persons outside the labour force,27999.0
Mikkeli,0-14 years old,6744.0
Mikkeli,"Students, pupils",3588.0
Mikkeli,"Conscripts, persons in non-military service",96.0
Mikkeli,Pensioners,16258.0
Mikkeli,Other persons outside the labour force,1313.0
Muhos,Total,8749.0
Muhos,Labour force,3811.0
Muhos,Employed,3400.0
Muhos,Unemployed,411.0
Muhos,Persons outside the labour force,4938.0
Muhos,0-14 years old,1878.0
Muhos,"Students, pupils",707.0
Muhos,"Conscripts, persons in non-military service",18.0
Muhos,Pensioners,2115.0
Muhos,Other persons outside the labour force,220.0
Multia,Total,1393.0
Multia,Labour force,529.0
Multia,Employed,470.0
Multia,Unemployed,59.0
Multia,Persons outside the labour force,864.0
Multia,0-14 years old,161.0
Multia,"Students, pupils",58.0
Multia,"Conscripts, persons in non-military service",2.0
Multia,Pensioners,606.0
Multia,Other persons outside the labour force,37.0
Muonio,Total,2313.0
Muonio,Labour force,1094.0
Muonio,Employed,1023.0
Muonio,Unemployed,71.0
Muonio,Persons outside the labour force,1219.0
Muonio,0-14 years old,330.0
Muonio,"Students, pupils",129.0
Muonio,"Conscripts, persons in non-military service",6.0
Muonio,Pensioners,662.0
Muonio,Other persons outside the labour force,92.0
Korsholm,Total,19738.0
Korsholm,Labour force,9785.0
Korsholm,Employed,9400.0
Korsholm,Unemployed,385.0
Korsholm,Persons outside the labour force,9953.0
Korsholm,0-14 years old,3650.0
Korsholm,"Students, pupils",1205.0
Korsholm,"Conscripts, persons in non-military service",19.0
Korsholm,Pensioners,4776.0
Korsholm,Other persons outside the labour force,303.0
Muurame,Total,10614.0
Muurame,Labour force,5151.0
Muurame,Employed,4649.0
Muurame,Unemployed,502.0
Muurame,Persons outside the labour force,5463.0
Muurame,0-14 years old,2129.0
Muurame,"Students, pupils",764.0
Muurame,"Conscripts, persons in non-military service",20.0
Muurame,Pensioners,2353.0
Muurame,Other persons outside the labour force,197.0
Mynämäki,Total,7477.0
Mynämäki,Labour force,3470.0
Mynämäki,Employed,3163.0
Mynämäki,Unemployed,307.0
Mynämäki,Persons outside the labour force,4007.0
Mynämäki,0-14 years old,1061.0
Mynämäki,"Students, pupils",413.0
Mynämäki,"Conscripts, persons in non-military service",15.0
Mynämäki,Pensioners,2391.0
Mynämäki,Other persons outside the labour force,127.0
Myrskylä,Total,1677.0
Myrskylä,Labour force,793.0
Myrskylä,Employed,692.0
Myrskylä,Unemployed,101.0
Myrskylä,Persons outside the labour force,884.0
Myrskylä,0-14 years old,206.0
Myrskylä,"Students, pupils",89.0
Myrskylä,"Conscripts, persons in non-military service",2.0
Myrskylä,Pensioners,554.0
Myrskylä,Other persons outside the labour force,33.0
Mäntsälä,Total,20934.0
Mäntsälä,Labour force,10492.0
Mäntsälä,Employed,9582.0
Mäntsälä,Unemployed,910.0
Mäntsälä,Persons outside the labour force,10442.0
Mäntsälä,0-14 years old,3614.0
Mäntsälä,"Students, pupils",1512.0
Mäntsälä,"Conscripts, persons in non-military service",36.0
Mäntsälä,Pensioners,4783.0
Mäntsälä,Other persons outside the labour force,497.0
Mänttä-Vilppula,Total,9270.0
Mänttä-Vilppula,Labour force,3630.0
Mänttä-Vilppula,Employed,3173.0
Mänttä-Vilppula,Unemployed,457.0
Mänttä-Vilppula,Persons outside the labour force,5640.0
Mänttä-Vilppula,0-14 years old,998.0
Mänttä-Vilppula,"Students, pupils",518.0
Mänttä-Vilppula,"Conscripts, persons in non-military service",13.0
Mänttä-Vilppula,Pensioners,3812.0
Mänttä-Vilppula,Other persons outside the labour force,299.0
Mäntyharju,Total,7057.0
Mäntyharju,Labour force,2775.0
Mäntyharju,Employed,2451.0
Mäntyharju,Unemployed,324.0
Mäntyharju,Persons outside the labour force,4282.0
Mäntyharju,0-14 years old,717.0
Mäntyharju,"Students, pupils",296.0
Mäntyharju,"Conscripts, persons in non-military service",14.0
Mäntyharju,Pensioners,3049.0
Mäntyharju,Other persons outside the labour force,206.0
Naantali,Total,20129.0
Naantali,Labour force,9435.0
Naantali,Employed,8644.0
Naantali,Unemployed,791.0
Naantali,Persons outside the labour force,10694.0
Naantali,0-14 years old,2857.0
Naantali,"Students, pupils",1183.0
Naantali,"Conscripts, persons in non-military service",27.0
Naantali,Pensioners,6138.0
Naantali,Other persons outside the labour force,489.0
Nakkila,Total,4939.0
Nakkila,Labour force,2177.0
Nakkila,Employed,1960.0
Nakkila,Unemployed,217.0
Nakkila,Persons outside the labour force,2762.0
Nakkila,0-14 years old,665.0
Nakkila,"Students, pupils",318.0
Nakkila,"Conscripts, persons in non-military service",6.0
Nakkila,Pensioners,1636.0
Nakkila,Other persons outside the labour force,137.0
Nivala,Total,10378.0
Nivala,Labour force,4440.0
Nivala,Employed,4011.0
Nivala,Unemployed,429.0
Nivala,Persons outside the labour force,5938.0
Nivala,0-14 years old,2153.0
Nivala,"Students, pupils",743.0
Nivala,"Conscripts, persons in non-military service",19.0
Nivala,Pensioners,2809.0
Nivala,Other persons outside the labour force,214.0
Nokia,Total,36176.0
Nokia,Labour force,18144.0
Nokia,Employed,16156.0
Nokia,Unemployed,1988.0
Nokia,Persons outside the labour force,18032.0
Nokia,0-14 years old,5946.0
Nokia,"Students, pupils",2573.0
Nokia,"Conscripts, persons in non-military service",73.0
Nokia,Pensioners,8513.0
Nokia,Other persons outside the labour force,927.0
Nousiainen,Total,4659.0
Nousiainen,Labour force,2303.0
Nousiainen,Employed,2162.0
Nousiainen,Unemployed,141.0
Nousiainen,Persons outside the labour force,2356.0
Nousiainen,0-14 years old,826.0
Nousiainen,"Students, pupils",310.0
Nousiainen,"Conscripts, persons in non-military service",8.0
Nousiainen,Pensioners,1119.0
Nousiainen,Other persons outside the labour force,93.0
Nurmes,Total,8980.0
Nurmes,Labour force,3672.0
Nurmes,Employed,3087.0
Nurmes,Unemployed,585.0
Nurmes,Persons outside the labour force,5308.0
Nurmes,0-14 years old,973.0
Nurmes,"Students, pupils",409.0
Nurmes,"Conscripts, persons in non-military service",7.0
Nurmes,Pensioners,3735.0
Nurmes,Other persons outside the labour force,184.0
Nurmijärvi,Total,45048.0
Nurmijärvi,Labour force,23398.0
Nurmijärvi,Employed,21413.0
Nurmijärvi,Unemployed,1985.0
Nurmijärvi,Persons outside the labour force,21650.0
Nurmijärvi,0-14 years old,8315.0
Nurmijärvi,"Students, pupils",3164.0
Nurmijärvi,"Conscripts, persons in non-military service",66.0
Nurmijärvi,Pensioners,8895.0
Nurmijärvi,Other persons outside the labour force,1210.0
Närpes,Total,9554.0
Närpes,Labour force,4553.0
Närpes,Employed,4345.0
Närpes,Unemployed,208.0
Närpes,Persons outside the labour force,5001.0
Närpes,0-14 years old,1504.0
Närpes,"Students, pupils",470.0
Närpes,"Conscripts, persons in non-military service",4.0
Närpes,Pensioners,2774.0
Närpes,Other persons outside the labour force,249.0
Orimattila,Total,15651.0
Orimattila,Labour force,7307.0
Orimattila,Employed,6377.0
Orimattila,Unemployed,930.0
Orimattila,Persons outside the labour force,8344.0
Orimattila,0-14 years old,2389.0
Orimattila,"Students, pupils",896.0
Orimattila,"Conscripts, persons in non-military service",13.0
Orimattila,Pensioners,4648.0
Orimattila,Other persons outside the labour force,398.0
Oripää,Total,1304.0
Oripää,Labour force,602.0
Oripää,Employed,552.0
Oripää,Unemployed,50.0
Oripää,Persons outside the labour force,702.0
Oripää,0-14 years old,202.0
Oripää,"Students, pupils",91.0
Oripää,"Conscripts, persons in non-military service",1.0
Oripää,Pensioners,378.0
Oripää,Other persons outside the labour force,30.0
Orivesi,Total,8869.0
Orivesi,Labour force,3898.0
Orivesi,Employed,3460.0
Orivesi,Unemployed,438.0
Orivesi,Persons outside the labour force,4971.0
Orivesi,0-14 years old,1186.0
Orivesi,"Students, pupils",516.0
Orivesi,"Conscripts, persons in non-military service",11.0
Orivesi,Pensioners,3047.0
Orivesi,Other persons outside the labour force,211.0
Oulainen,Total,6912.0
Oulainen,Labour force,2845.0
Oulainen,Employed,2549.0
Oulainen,Unemployed,296.0
Oulainen,Persons outside the labour force,4067.0
Oulainen,0-14 years old,1074.0
Oulainen,"Students, pupils",487.0
Oulainen,"Conscripts, persons in non-military service",16.0
Oulainen,Pensioners,2323.0
Oulainen,Other persons outside the labour force,167.0
Oulu,Total,216152.0
Oulu,Labour force,109367.0
Oulu,Employed,94605.0
Oulu,Unemployed,14762.0
Oulu,Persons outside the labour force,106785.0
Oulu,0-14 years old,33714.0
Oulu,"Students, pupils",24184.0
Oulu,"Conscripts, persons in non-military service",396.0
Oulu,Pensioners,43298.0
Oulu,Other persons outside the labour force,5193.0
Outokumpu,Total,6444.0
Outokumpu,Labour force,2536.0
Outokumpu,Employed,2052.0
Outokumpu,Unemployed,484.0
Outokumpu,Persons outside the labour force,3908.0
Outokumpu,0-14 years old,802.0
Outokumpu,"Students, pupils",418.0
Outokumpu,"Conscripts, persons in non-military service",4.0
Outokumpu,Pensioners,2471.0
Outokumpu,Other persons outside the labour force,213.0
Padasjoki,Total,2676.0
Padasjoki,Labour force,977.0
Padasjoki,Employed,828.0
Padasjoki,Unemployed,149.0
Padasjoki,Persons outside the labour force,1699.0
Padasjoki,0-14 years old,233.0
Padasjoki,"Students, pupils",119.0
Padasjoki,"Conscripts, persons in non-military service",5.0
Padasjoki,Pensioners,1270.0
Padasjoki,Other persons outside the labour force,72.0
Paimio,Total,11221.0
Paimio,Labour force,5361.0
Paimio,Employed,5000.0
Paimio,Unemployed,361.0
Paimio,Persons outside the labour force,5860.0
Paimio,0-14 years old,2036.0
Paimio,"Students, pupils",687.0
Paimio,"Conscripts, persons in non-military service",18.0
Paimio,Pensioners,2813.0
Paimio,Other persons outside the labour force,306.0
Paltamo,Total,2990.0
Paltamo,Labour force,1186.0
Paltamo,Employed,1048.0
Paltamo,Unemployed,138.0
Paltamo,Persons outside the labour force,1804.0
Paltamo,0-14 years old,338.0
Paltamo,"Students, pupils",136.0
Paltamo,"Conscripts, persons in non-military service",3.0
Paltamo,Pensioners,1245.0
Paltamo,Other persons outside the labour force,82.0
Pargas,Total,14868.0
Pargas,Labour force,6761.0
Pargas,Employed,6343.0
Pargas,Unemployed,418.0
Pargas,Persons outside the labour force,8107.0
Pargas,0-14 years old,2058.0
Pargas,"Students, pupils",932.0
Pargas,"Conscripts, persons in non-military service",24.0
Pargas,Pensioners,4746.0
Pargas,Other persons outside the labour force,347.0
Parikkala,Total,4300.0
Parikkala,Labour force,1622.0
Parikkala,Employed,1416.0
Parikkala,Unemployed,206.0
Parikkala,Persons outside the labour force,2678.0
Parikkala,0-14 years old,414.0
Parikkala,"Students, pupils",138.0
Parikkala,"Conscripts, persons in non-military service",6.0
Parikkala,Pensioners,2037.0
Parikkala,Other persons outside the labour force,83.0
Parkano,Total,6069.0
Parkano,Labour force,2477.0
Parkano,Employed,2187.0
Parkano,Unemployed,290.0
Parkano,Persons outside the labour force,3592.0
Parkano,0-14 years old,763.0
Parkano,"Students, pupils",303.0
Parkano,"Conscripts, persons in non-military service",3.0
Parkano,Pensioners,2345.0
Parkano,Other persons outside the labour force,178.0
Pedersöre,Total,11226.0
Pedersöre,Labour force,5414.0
Pedersöre,Employed,5190.0
Pedersöre,Unemployed,224.0
Pedersöre,Persons outside the labour force,5812.0
Pedersöre,0-14 years old,2525.0
Pedersöre,"Students, pupils",752.0
Pedersöre,"Conscripts, persons in non-military service",16.0
Pedersöre,Pensioners,2302.0
Pedersöre,Other persons outside the labour force,217.0
Pelkosenniemi,Total,910.0
Pelkosenniemi,Labour force,394.0
Pelkosenniemi,Employed,368.0
Pelkosenniemi,Unemployed,26.0
Pelkosenniemi,Persons outside the labour force,516.0
Pelkosenniemi,0-14 years old,79.0
Pelkosenniemi,"Students, pupils",19.0
Pelkosenniemi,"Conscripts, persons in non-military service",0.0
Pelkosenniemi,Pensioners,404.0
Pelkosenniemi,Other persons outside the labour force,14.0
Pello,Total,3191.0
Pello,Labour force,1192.0
Pello,Employed,1058.0
Pello,Unemployed,134.0
Pello,Persons outside the labour force,1999.0
Pello,0-14 years old,303.0
Pello,"Students, pupils",119.0
Pello,"Conscripts, persons in non-military service",3.0
Pello,Pensioners,1507.0
Pello,Other persons outside the labour force,67.0
Perho,Total,2594.0
Perho,Labour force,1000.0
Perho,Employed,888.0
Perho,Unemployed,112.0
Perho,Persons outside the labour force,1594.0
Perho,0-14 years old,601.0
Perho,"Students, pupils",198.0
Perho,"Conscripts, persons in non-military service",0.0
Perho,Pensioners,731.0
Perho,Other persons outside the labour force,64.0
Petäjävesi,Total,3552.0
Petäjävesi,Labour force,1632.0
Petäjävesi,Employed,1436.0
Petäjävesi,Unemployed,196.0
Petäjävesi,Persons outside the labour force,1920.0
Petäjävesi,0-14 years old,556.0
Petäjävesi,"Students, pupils",257.0
Petäjävesi,"Conscripts, persons in non-military service",1.0
Petäjävesi,Pensioners,1032.0
Petäjävesi,Other persons outside the labour force,74.0
Pieksämäki,Total,17178.0
Pieksämäki,Labour force,7050.0
Pieksämäki,Employed,6223.0
Pieksämäki,Unemployed,827.0
Pieksämäki,Persons outside the labour force,10128.0
Pieksämäki,0-14 years old,1948.0
Pieksämäki,"Students, pupils",838.0
Pieksämäki,"Conscripts, persons in non-military service",22.0
Pieksämäki,Pensioners,6779.0
Pieksämäki,Other persons outside the labour force,541.0
Pielavesi,Total,3980.0
Pielavesi,Labour force,1485.0
Pielavesi,Employed,1319.0
Pielavesi,Unemployed,166.0
Pielavesi,Persons outside the labour force,2495.0
Pielavesi,0-14 years old,443.0
Pielavesi,"Students, pupils",203.0
Pielavesi,"Conscripts, persons in non-military service",4.0
Pielavesi,Pensioners,1754.0
Pielavesi,Other persons outside the labour force,91.0
Jakobstad,Total,19576.0
Jakobstad,Labour force,9221.0
Jakobstad,Employed,8243.0
Jakobstad,Unemployed,978.0
Jakobstad,Persons outside the labour force,10355.0
Jakobstad,0-14 years old,2857.0
Jakobstad,"Students, pupils",1278.0
Jakobstad,"Conscripts, persons in non-military service",27.0
Jakobstad,Pensioners,5427.0
Jakobstad,Other persons outside the labour force,766.0
Pihtipudas,Total,3692.0
Pihtipudas,Labour force,1506.0
Pihtipudas,Employed,1319.0
Pihtipudas,Unemployed,187.0
Pihtipudas,Persons outside the labour force,2186.0
Pihtipudas,0-14 years old,463.0
Pihtipudas,"Students, pupils",214.0
Pihtipudas,"Conscripts, persons in non-military service",5.0
Pihtipudas,Pensioners,1410.0
Pihtipudas,Other persons outside the labour force,94.0
Pirkkala,Total,21042.0
Pirkkala,Labour force,11016.0
Pirkkala,Employed,10053.0
Pirkkala,Unemployed,963.0
Pirkkala,Persons outside the labour force,10026.0
Pirkkala,0-14 years old,3829.0
Pirkkala,"Students, pupils",1563.0
Pirkkala,"Conscripts, persons in non-military service",34.0
Pirkkala,Pensioners,4158.0
Pirkkala,Other persons outside the labour force,442.0
Polvijärvi,Total,3999.0
Polvijärvi,Labour force,1574.0
Polvijärvi,Employed,1331.0
Polvijärvi,Unemployed,243.0
Polvijärvi,Persons outside the labour force,2425.0
Polvijärvi,0-14 years old,513.0
Polvijärvi,"Students, pupils",185.0
Polvijärvi,"Conscripts, persons in non-military service",4.0
Polvijärvi,Pensioners,1631.0
Polvijärvi,Other persons outside the labour force,92.0
Pomarkku,Total,1931.0
Pomarkku,Labour force,789.0
Pomarkku,Employed,687.0
Pomarkku,Unemployed,102.0
Pomarkku,Persons outside the labour force,1142.0
Pomarkku,0-14 years old,253.0
Pomarkku,"Students, pupils",112.0
Pomarkku,"Conscripts, persons in non-military service",5.0
Pomarkku,Pensioners,735.0
Pomarkku,Other persons outside the labour force,37.0
Pori,Total,83305.0
Pori,Labour force,39001.0
Pori,Employed,33603.0
Pori,Unemployed,5398.0
Pori,Persons outside the labour force,44304.0
Pori,0-14 years old,10963.0
Pori,"Students, pupils",6093.0
Pori,"Conscripts, persons in non-military service",115.0
Pori,Pensioners,24910.0
Pori,Other persons outside the labour force,2223.0
Pornainen,Total,4961.0
Pornainen,Labour force,2632.0
Pornainen,Employed,2412.0
Pornainen,Unemployed,220.0
Pornainen,Persons outside the labour force,2329.0
Pornainen,0-14 years old,841.0
Pornainen,"Students, pupils",355.0
Pornainen,"Conscripts, persons in non-military service",16.0
Pornainen,Pensioners,1023.0
Pornainen,Other persons outside the labour force,94.0
Porvoo,Total,51737.0
Porvoo,Labour force,25629.0
Porvoo,Employed,23036.0
Porvoo,Unemployed,2593.0
Porvoo,Persons outside the labour force,26108.0
Porvoo,0-14 years old,8179.0
Porvoo,"Students, pupils",3453.0
Porvoo,"Conscripts, persons in non-military service",83.0
Porvoo,Pensioners,12925.0
Porvoo,Other persons outside the labour force,1468.0
Posio,Total,2878.0
Posio,Labour force,1094.0
Posio,Employed,949.0
Posio,Unemployed,145.0
Posio,Persons outside the labour force,1784.0
Posio,0-14 years old,215.0
Posio,"Students, pupils",86.0
Posio,"Conscripts, persons in non-military service",2.0
Posio,Pensioners,1419.0
Posio,Other persons outside the labour force,62.0
Pudasjärvi,Total,7304.0
Pudasjärvi,Labour force,2744.0
Pudasjärvi,Employed,2222.0
Pudasjärvi,Unemployed,522.0
Pudasjärvi,Persons outside the labour force,4560.0
Pudasjärvi,0-14 years old,1043.0
Pudasjärvi,"Students, pupils",401.0
Pudasjärvi,"Conscripts, persons in non-military service",10.0
Pudasjärvi,Pensioners,2947.0
Pudasjärvi,Other persons outside the labour force,159.0
Pukkila,Total,1743.0
Pukkila,Labour force,880.0
Pukkila,Employed,779.0
Pukkila,Unemployed,101.0
Pukkila,Persons outside the labour force,863.0
Pukkila,0-14 years old,233.0
Pukkila,"Students, pupils",91.0
Pukkila,"Conscripts, persons in non-military service",5.0
Pukkila,Pensioners,489.0
Pukkila,Other persons outside the labour force,45.0
Punkalaidun,Total,2607.0
Punkalaidun,Labour force,1007.0
Punkalaidun,Employed,917.0
Punkalaidun,Unemployed,90.0
Punkalaidun,Persons outside the labour force,1600.0
Punkalaidun,0-14 years old,288.0
Punkalaidun,"Students, pupils",132.0
Punkalaidun,"Conscripts, persons in non-military service",1.0
Punkalaidun,Pensioners,1070.0
Punkalaidun,Other persons outside the labour force,109.0
Puolanka,Total,2345.0
Puolanka,Labour force,860.0
Puolanka,Employed,679.0
Puolanka,Unemployed,181.0
Puolanka,Persons outside the labour force,1485.0
Puolanka,0-14 years old,195.0
Puolanka,"Students, pupils",75.0
Puolanka,"Conscripts, persons in non-military service",2.0
Puolanka,Pensioners,1145.0
Puolanka,Other persons outside the labour force,68.0
Puumala,Total,2101.0
Puumala,Labour force,803.0
Puumala,Employed,713.0
Puumala,Unemployed,90.0
Puumala,Persons outside the labour force,1298.0
Puumala,0-14 years old,130.0
Puumala,"Students, pupils",71.0
Puumala,"Conscripts, persons in non-military service",3.0
Puumala,Pensioners,1041.0
Puumala,Other persons outside the labour force,53.0
Pyhtää,Total,5001.0
Pyhtää,Labour force,2316.0
Pyhtää,Employed,2054.0
Pyhtää,Unemployed,262.0
Pyhtää,Persons outside the labour force,2685.0
Pyhtää,0-14 years old,750.0
Pyhtää,"Students, pupils",265.0
Pyhtää,"Conscripts, persons in non-military service",8.0
Pyhtää,Pensioners,1547.0
Pyhtää,Other persons outside the labour force,115.0
Pyhäjoki,Total,2976.0
Pyhäjoki,Labour force,1225.0
Pyhäjoki,Employed,1080.0
Pyhäjoki,Unemployed,145.0
Pyhäjoki,Persons outside the labour force,1751.0
Pyhäjoki,0-14 years old,473.0
Pyhäjoki,"Students, pupils",186.0
Pyhäjoki,"Conscripts, persons in non-military service",3.0
Pyhäjoki,Pensioners,978.0
Pyhäjoki,Other persons outside the labour force,111.0
Pyhäjärvi,Total,4702.0
Pyhäjärvi,Labour force,1778.0
Pyhäjärvi,Employed,1530.0
Pyhäjärvi,Unemployed,248.0
Pyhäjärvi,Persons outside the labour force,2924.0
Pyhäjärvi,0-14 years old,620.0
Pyhäjärvi,"Students, pupils",224.0
Pyhäjärvi,"Conscripts, persons in non-military service",5.0
Pyhäjärvi,Pensioners,1963.0
Pyhäjärvi,Other persons outside the labour force,112.0
Pyhäntä,Total,1641.0
Pyhäntä,Labour force,678.0
Pyhäntä,Employed,621.0
Pyhäntä,Unemployed,57.0
Pyhäntä,Persons outside the labour force,963.0
Pyhäntä,0-14 years old,345.0
Pyhäntä,"Students, pupils",109.0
Pyhäntä,"Conscripts, persons in non-military service",6.0
Pyhäntä,Pensioners,453.0
Pyhäntä,Other persons outside the labour force,50.0
Pyhäranta,Total,1919.0
Pyhäranta,Labour force,875.0
Pyhäranta,Employed,805.0
Pyhäranta,Unemployed,70.0
Pyhäranta,Persons outside the labour force,1044.0
Pyhäranta,0-14 years old,274.0
Pyhäranta,"Students, pupils",77.0
Pyhäranta,"Conscripts, persons in non-military service",2.0
Pyhäranta,Pensioners,643.0
Pyhäranta,Other persons outside the labour force,48.0
Pälkäne,Total,6238.0
Pälkäne,Labour force,2785.0
Pälkäne,Employed,2560.0
Pälkäne,Unemployed,225.0
Pälkäne,Persons outside the labour force,3453.0
Pälkäne,0-14 years old,795.0
Pälkäne,"Students, pupils",353.0
Pälkäne,"Conscripts, persons in non-military service",15.0
Pälkäne,Pensioners,2102.0
Pälkäne,Other persons outside the labour force,188.0
Pöytyä,Total,8011.0
Pöytyä,Labour force,3636.0
Pöytyä,Employed,3289.0
Pöytyä,Unemployed,347.0
Pöytyä,Persons outside the labour force,4375.0
Pöytyä,0-14 years old,1294.0
Pöytyä,"Students, pupils",485.0
Pöytyä,"Conscripts, persons in non-military service",7.0
Pöytyä,Pensioners,2367.0
Pöytyä,Other persons outside the labour force,222.0
Raahe,Total,23571.0
Raahe,Labour force,10004.0
Raahe,Employed,8690.0
Raahe,Unemployed,1314.0
Raahe,Persons outside the labour force,13567.0
Raahe,0-14 years old,3767.0
Raahe,"Students, pupils",1778.0
Raahe,"Conscripts, persons in non-military service",25.0
Raahe,Pensioners,7435.0
Raahe,Other persons outside the labour force,562.0
Raseborg,Total,27036.0
Raseborg,Labour force,12659.0
Raseborg,Employed,11554.0
Raseborg,Unemployed,1105.0
Raseborg,Persons outside the labour force,14377.0
Raseborg,0-14 years old,3665.0
Raseborg,"Students, pupils",1535.0
Raseborg,"Conscripts, persons in non-military service",34.0
Raseborg,Pensioners,8376.0
Raseborg,Other persons outside the labour force,767.0
Raisio,Total,25738.0
Raisio,Labour force,12777.0
Raisio,Employed,11590.0
Raisio,Unemployed,1187.0
Raisio,Persons outside the labour force,12961.0
Raisio,0-14 years old,3888.0
Raisio,"Students, pupils",1498.0
Raisio,"Conscripts, persons in non-military service",21.0
Raisio,Pensioners,6728.0
Raisio,Other persons outside the labour force,826.0
Rantasalmi,Total,3246.0
Rantasalmi,Labour force,1345.0
Rantasalmi,Employed,1187.0
Rantasalmi,Unemployed,158.0
Rantasalmi,Persons outside the labour force,1901.0
Rantasalmi,0-14 years old,370.0
Rantasalmi,"Students, pupils",125.0
Rantasalmi,"Conscripts, persons in non-military service",3.0
Rantasalmi,Pensioners,1314.0
Rantasalmi,Other persons outside the labour force,89.0
Ranua,Total,3570.0
Ranua,Labour force,1376.0
Ranua,Employed,1222.0
Ranua,Unemployed,154.0
Ranua,Persons outside the labour force,2194.0
Ranua,0-14 years old,573.0
Ranua,"Students, pupils",201.0
Ranua,"Conscripts, persons in non-military service",8.0
Ranua,Pensioners,1328.0
Ranua,Other persons outside the labour force,84.0
Rauma,Total,38968.0
Rauma,Labour force,18440.0
Rauma,Employed,16572.0
Rauma,Unemployed,1868.0
Rauma,Persons outside the labour force,20528.0
Rauma,0-14 years old,5139.0
Rauma,"Students, pupils",2662.0
Rauma,"Conscripts, persons in non-military service",43.0
Rauma,Pensioners,11427.0
Rauma,Other persons outside the labour force,1257.0
Rautalampi,Total,2935.0
Rautalampi,Labour force,1158.0
Rautalampi,Employed,1029.0
Rautalampi,Unemployed,129.0
Rautalampi,Persons outside the labour force,1777.0
Rautalampi,0-14 years old,303.0
Rautalampi,"Students, pupils",170.0
Rautalampi,"Conscripts, persons in non-military service",8.0
Rautalampi,Pensioners,1214.0
Rautalampi,Other persons outside the labour force,82.0
Rautavaara,Total,1413.0
Rautavaara,Labour force,490.0
Rautavaara,Employed,415.0
Rautavaara,Unemployed,75.0
Rautavaara,Persons outside the labour force,923.0
Rautavaara,0-14 years old,118.0
Rautavaara,"Students, pupils",66.0
Rautavaara,"Conscripts, persons in non-military service",0.0
Rautavaara,Pensioners,700.0
Rautavaara,Other persons outside the labour force,39.0
Rautjärvi,Total,3008.0
Rautjärvi,Labour force,1133.0
Rautjärvi,Employed,934.0
Rautjärvi,Unemployed,199.0
Rautjärvi,Persons outside the labour force,1875.0
Rautjärvi,0-14 years old,267.0
Rautjärvi,"Students, pupils",128.0
Rautjärvi,"Conscripts, persons in non-military service",4.0
Rautjärvi,Pensioners,1402.0
Rautjärvi,Other persons outside the labour force,74.0
Reisjärvi,Total,2556.0
Reisjärvi,Labour force,1026.0
Reisjärvi,Employed,945.0
Reisjärvi,Unemployed,81.0
Reisjärvi,Persons outside the labour force,1530.0
Reisjärvi,0-14 years old,455.0
Reisjärvi,"Students, pupils",157.0
Reisjärvi,"Conscripts, persons in non-military service",1.0
Reisjärvi,Pensioners,848.0
Reisjärvi,Other persons outside the labour force,69.0
Riihimäki,Total,28643.0
Riihimäki,Labour force,13628.0
Riihimäki,Employed,12039.0
Riihimäki,Unemployed,1589.0
Riihimäki,Persons outside the labour force,15015.0
Riihimäki,0-14 years old,3947.0
Riihimäki,"Students, pupils",2212.0
Riihimäki,"Conscripts, persons in non-military service",54.0
Riihimäki,Pensioners,7748.0
Riihimäki,Other persons outside the labour force,1054.0
Ristijärvi,Total,1163.0
Ristijärvi,Labour force,447.0
Ristijärvi,Employed,396.0
Ristijärvi,Unemployed,51.0
Ristijärvi,Persons outside the labour force,716.0
Ristijärvi,0-14 years old,121.0
Ristijärvi,"Students, pupils",45.0
Ristijärvi,"Conscripts, persons in non-military service",2.0
Ristijärvi,Pensioners,529.0
Ristijärvi,Other persons outside the labour force,19.0
Rovaniemi,Total,65722.0
Rovaniemi,Labour force,33146.0
Rovaniemi,Employed,30100.0
Rovaniemi,Unemployed,3046.0
Rovaniemi,Persons outside the labour force,32576.0
Rovaniemi,0-14 years old,10045.0
Rovaniemi,"Students, pupils",5452.0
Rovaniemi,"Conscripts, persons in non-military service",100.0
Rovaniemi,Pensioners,15520.0
Rovaniemi,Other persons outside the labour force,1459.0
Ruokolahti,Total,4733.0
Ruokolahti,Labour force,1959.0
