Area,Income decile,value
Pielavesi,IV,537.0
Jakobstad,IV,2427.0
Pihtipudas,IV,446.0
Pirkkala,IV,1828.0
Polvijärvi,IV,409.0
Pomarkku,IV,248.0
Pori,IV,9019.0
Pornainen,IV,494.0
Porvoo,IV,4336.0
Posio,IV,324.0
Pudasjärvi,IV,928.0
Pukkila,IV,152.0
Punkalaidun,IV,320.0
Puolanka,IV,257.0
Puumala,IV,207.0
Pyhtää,IV,570.0
Pyhäjoki,IV,348.0
Pyhäjärvi,IV,519.0
Pyhäntä,IV,212.0
Pyhäranta,IV,229.0
Pälkäne,IV,618.0
Pöytyä,IV,1007.0
Raahe,IV,2832.0
Raseborg,IV,3167.0
Raisio,IV,2722.0
Rantasalmi,IV,396.0
Ranua,IV,493.0
Rauma,IV,3879.0
Rautalampi,IV,384.0
Rautavaara,IV,214.0
Rautjärvi,IV,334.0
Reisjärvi,IV,302.0
Riihimäki,IV,3010.0
Ristijärvi,IV,135.0
Rovaniemi,IV,6889.0
Ruokolahti,IV,521.0
Ruovesi,IV,497.0
Rusko,IV,594.0
Rääkkylä,IV,200.0
Saarijärvi,IV,1063.0
Salla,IV,345.0
Salo,IV,5906.0
Saltvik,IV,141.0
Sastamala,IV,2661.0
Sauvo,IV,293.0
Savitaipale,IV,317.0
Savonlinna,IV,3478.0
Savukoski,IV,89.0
Seinäjoki,IV,7338.0
Sievi,IV,498.0
Siikainen,IV,135.0
Siikajoki,IV,532.0
Siikalatva,IV,642.0
Siilinjärvi,IV,2374.0
Simo,IV,272.0
Sipoo,IV,1687.0
Siuntio,IV,525.0
Sodankylä,IV,829.0
Soini,IV,250.0
Somero,IV,886.0
Sonkajärvi,IV,396.0
Sotkamo,IV,1080.0
Sottunga,IV,0.0
Sulkava,IV,233.0
Sund,IV,105.0
Suomussalmi,IV,754.0
Suonenjoki,IV,804.0
Sysmä,IV,370.0
Säkylä,IV,713.0
Taipalsaari,IV,427.0
Taivalkoski,IV,415.0
Taivassalo,IV,178.0
Tammela,IV,602.0
Tampere,IV,24083.0
Tervo,IV,146.0
Tervola,IV,333.0
Teuva,IV,594.0
Tohmajärvi,IV,443.0
Toholampi,IV,373.0
Toivakka,IV,269.0
Tornio,IV,2069.0
Turku,IV,19581.0
Tuusniemi,IV,218.0
Tuusula,IV,3467.0
Tyrnävä,IV,869.0
Ulvila,IV,1494.0
Urjala,IV,545.0
Utajärvi,IV,328.0
Utsjoki,IV,94.0
Uurainen,IV,393.0
Nykarleby,IV,1003.0
Uusikaupunki,IV,1795.0
Vaala,IV,303.0
Vaasa,IV,6669.0
Valkeakoski,IV,2293.0
Vantaa,IV,22083.0
Varkaus,IV,2267.0
Vehmaa,IV,249.0
Vesanto,IV,219.0
Vesilahti,IV,366.0
Veteli,IV,420.0
Vieremä,IV,408.0
Vihti,IV,2738.0
Viitasaari,IV,716.0
Vimpeli,IV,325.0
Virolahti,IV,340.0
Virrat,IV,789.0
Vårdö,IV,54.0
Vörå,IV,692.0
Ylitornio,IV,391.0
Ylivieska,IV,1998.0
Ylöjärvi,IV,3464.0
Ypäjä,IV,241.0
Ähtäri,IV,698.0
Äänekoski,IV,2176.0
MK01 Uusimaa,IV,141573.0
MK02 Southwest Finland,IV,49596.0
MK04 Satakunta,IV,22826.0
MK05 Kanta-Häme,IV,17536.0
MK06 Pirkanmaa,IV,54447.0
MK07 Päijät-Häme,IV,21780.0
MK08 Kymenlaakso,IV,16840.0
MK09 South Karelia,IV,12926.0
MK10 South Savo,IV,14375.0
MK11 North Savo,IV,26819.0
MK12 North Karelia,IV,18155.0
MK13 Central Finland,IV,29392.0
MK14 South Ostrobothnia,IV,22286.0
MK15 Ostrobothnia,IV,19849.0
MK16 Central Ostrobothnia,IV,8075.0
MK17 North Ostrobothnia,IV,45458.0
MK18 Kainuu,IV,7643.0
MK19 Lapland,IV,18484.0
MK21 Åland,IV,2485.0
HVA01 East Uusimaa wellbeing services county,IV,8460.0
HVA02 Central Uusimaa wellbeing services county,IV,18458.0
HVA03 West Uusimaa wellbeing services county,IV,38192.0
HVA04 Vantaa and Kerava wellbeing services county,IV,25659.0
HVA05 Southwest Finland wellbeing services county,IV,49596.0
HVA06 Satakunta wellbeing services county,IV,22826.0
HVA07 Kanta-Häme wellbeing services county,IV,17536.0
HVA08 Pirkanmaa wellbeing services county,IV,54447.0
HVA09 Päijät-Häme wellbeing services county,IV,21780.0
HVA10 Kymenlaakso wellbeing services county,IV,16840.0
HVA11 South Karelia wellbeing services county,IV,12926.0
HVA12 South Savo wellbeing services county,IV,14375.0
HVA13 North Savo wellbeing services county,IV,26819.0
HVA14 North Karelia wellbeing services county,IV,18155.0
HVA15 Central Finland wellbeing services county,IV,29392.0
HVA16 South Ostrobothnia wellbeing services county,IV,22286.0
HVA17 Ostrobothnia wellbeing services county,IV,19849.0
HVA18 Central Ostrobothnia wellbeing services county,IV,8075.0
HVA19 North Ostrobothnia wellbeing services county,IV,45458.0
HVA20 Kainuu wellbeing services county,IV,7643.0
HVA21 Lapland wellbeing services county,IV,18484.0
HVA90 City of Helsinki,IV,50804.0
HVA91 Åland,IV,2485.0
SK011 Helsinki,IV,130392.0
SK014 Raasepori,IV,4408.0
SK015 Porvoo,IV,5091.0
SK016 Loviisa,IV,1682.0
SK021 Åboland-Turunmaa,IV,2142.0
SK022 Salo,IV,6792.0
SK023 Turku,IV,33427.0
SK024 Vakka-Suomi,IV,3540.0
SK025 Loimaa,IV,3695.0
SK041 Rauma,IV,6574.0
SK043 Pori,IV,14320.0
SK044 Pohjois-Satakunta,IV,1932.0
SK051 Hämeenlinna,IV,9258.0
SK052 Riihimäki,IV,4648.0
SK053 Forssa,IV,3630.0
SK061 Luoteis-Pirkanmaa,IV,1752.0
SK063 Etelä-Pirkanmaa,IV,4859.0
SK064 Tampere,IV,42206.0
SK068 Lounais-Pirkanmaa,IV,2981.0
SK069 Ylä-Pirkanmaa,IV,2649.0
SK071 Lahti,IV,21780.0
SK081 Kouvola,IV,8171.0
SK082 Kotka-Hamina,IV,8669.0
SK091 Lappeenranta,IV,8937.0
SK093 Imatra,IV,3989.0
SK101 Mikkeli,IV,7347.0
SK103 Savonlinna,IV,4276.0
SK105 Pieksämäki,IV,2752.0
SK111 Ylä-Savo,IV,5840.0
SK112 Kuopio,IV,14986.0
SK113 Koillis-Savo,IV,688.0
SK114 Varkaus,IV,3752.0
SK115 Sisä-Savo,IV,1553.0
SK122 Joensuu,IV,14129.0
SK124 Keski-Karjala,IV,1799.0
SK125 Pielisen Karjala,IV,2227.0
SK131 Jyväskylä,IV,19708.0
SK132 Joutsa,IV,523.0
SK133 Keuruu,IV,1288.0
SK134 Jämsä,IV,2152.0
SK135 Äänekoski,IV,2442.0
SK138 Saarijärvi-Viitasaari,IV,3279.0
SK141 Suupohja,IV,2406.0
SK142 Seinäjoki,IV,15058.0
SK144 Kuusiokunnat,IV,2540.0
SK146 Järviseutu,IV,2282.0
SK152 Vaasa,IV,11006.0
SK153 Sydösterbotten,IV,2080.0
SK154 Jakobstadsregionen,IV,6763.0
SK161 Kaustinen,IV,1855.0
SK162 Kokkola,IV,6220.0
SK171 Oulu,IV,26394.0
SK173 Oulunkaari,IV,2797.0
SK174 Raahe,IV,3712.0
SK175 Haapavesi-Siikalatva,IV,1627.0
SK176 Nivala-Haapajärvi,IV,3231.0
SK177 Ylivieska,IV,5490.0
SK178 Koillismaa,IV,2207.0
SK181 Kehys-Kainuu,IV,2144.0
SK182 Kajaani,IV,5499.0
SK191 Rovaniemi,IV,7382.0
SK192 Kemi-Tornio,IV,5720.0
SK193 Torniolaakso,IV,738.0
SK194 Itä-Lappi,IV,1660.0
SK196 Tunturi-Lappi,IV,1362.0
SK197 Pohjois-Lappi,IV,1622.0
SK211 Mariehamns stad,IV,1017.0
SK212 Ålands landsbygd,IV,1317.0
SK213 Ålands skärgård,IV,151.0
Akaa,V,1830.0
Alajärvi,V,944.0
Alavieska,V,266.0
Alavus,V,1307.0
Asikkala,V,796.0
Askola,V,478.0
Aura,V,574.0
Brändö,V,43.0
Eckerö,V,74.0
Enonkoski,V,136.0
Enontekiö,V,166.0
Espoo,V,21700.0
Eura,V,1223.0
Eurajoki,V,963.0
Evijärvi,V,246.0
Finström,V,320.0
Forssa,V,1853.0
Föglö,V,53.0
Geta,V,44.0
Haapajärvi,V,741.0
Haapavesi,V,731.0
Hailuoto,V,69.0
Halsua,V,88.0
Hamina,V,2262.0
Hammarland,V,157.0
Hankasalmi,V,496.0
Hanko,V,873.0
Harjavalta,V,776.0
Hartola,V,223.0
Hattula,V,1028.0
Hausjärvi,V,867.0
Heinola,V,1993.0
Heinävesi,V,300.0
Helsinki,V,50234.0
Hirvensalmi,V,192.0
Hollola,V,2514.0
Huittinen,V,1034.0
Humppila,V,232.0
Hyrynsalmi,V,216.0
Hyvinkää,V,4835.0
Hämeenkyrö,V,1282.0
Hämeenlinna,V,6875.0
Ii,V,1113.0
Iisalmi,V,2383.0
Iitti,V,682.0
Ikaalinen,V,739.0
Ilmajoki,V,1464.0
Ilomantsi,V,486.0
Imatra,V,2717.0
Inari,V,778.0
Ingå,V,451.0
Isojoki,V,177.0
Isokyrö,V,486.0
Janakkala,V,1821.0
Joensuu,V,7811.0
Jokioinen,V,552.0
Jomala,V,484.0
Joroinen,V,550.0
Joutsa,V,347.0
Juuka,V,400.0
Juupajoki,V,187.0
Juva,V,573.0
Jyväskylä,V,14743.0
Jämijärvi,V,200.0
Jämsä,V,2127.0
Järvenpää,V,4525.0
Kaarina,V,3735.0
Kaavi,V,244.0
Kajaani,V,4006.0
Kalajoki,V,1451.0
Kangasala,V,3873.0
Kangasniemi,V,529.0
Kankaanpää,V,1251.0
Kannonkoski,V,121.0
Kannus,V,629.0
Karijoki,V,130.0
Karkkila,V,958.0
Karstula,V,435.0
Karvia,V,258.0
Kaskinen,V,161.0
Kauhajoki,V,1415.0
Kauhava,V,1705.0
Kauniainen,V,348.0
Kaustinen,V,498.0
Keitele,V,202.0
Kemi,V,2134.0
Kemijärvi,V,764.0
Keminmaa,V,879.0
Kimitoön,V,673.0
Kempele,V,2333.0
Kerava,V,3792.0
Keuruu,V,1033.0
Kihniö,V,181.0
Kinnula,V,107.0
Kirkkonummi,V,3399.0
Kitee,V,1022.0
Kittilä,V,586.0
Kiuruvesi,V,796.0
Kivijärvi,V,87.0
Kokemäki,V,685.0
Kokkola,V,5648.0
Kolari,V,388.0
Konnevesi,V,232.0
Kontiolahti,V,1779.0
Korsnäs,V,199.0
Koski Tl,V,253.0
Kotka,V,5344.0
Kouvola,V,8533.0
Kristinestad,V,707.0
Kronoby,V,804.0
Kuhmo,V,884.0
Kuhmoinen,V,217.0
Kumlinge,V,20.0
Kuopio,V,12657.0
Kuortane,V,338.0
Kurikka,V,2055.0
Kustavi,V,101.0
Kuusamo,V,1703.0
Kyyjärvi,V,128.0
Kärkölä,V,489.0
Kärsämäki,V,244.0
Kökar,V,31.0
Lahti,V,12264.0
Laihia,V,914.0
Laitila,V,909.0
Lapinjärvi,V,245.0
Lapinlahti,V,992.0
Lappajärvi,V,319.0
Lappeenranta,V,7483.0
Lapua,V,1655.0
Laukaa,V,2263.0
Lemi,V,302.0
Lemland,V,195.0
Lempäälä,V,2516.0
Leppävirta,V,966.0
Lestijärvi,V,67.0
Lieksa,V,1093.0
Lieto,V,2214.0
Liminka,V,1213.0
Liperi,V,1329.0
Lohja,V,4662.0
Loimaa,V,1610.0
Loppi,V,884.0
Loviisa,V,1438.0
Luhanka,V,52.0
Lumijoki,V,247.0
Lumparland,V,23.0
Larsmo,V,845.0
Luumäki,V,437.0
Malax,V,621.0
Mariehamn,V,1040.0
Marttila,V,186.0
Masku,V,1061.0
Merijärvi,V,97.0
Merikarvia,V,342.0
Miehikkälä,V,148.0
Mikkeli,V,5594.0
Muhos,V,934.0
Multia,V,158.0
Muonio,V,266.0
Korsholm,V,2213.0
Muurame,V,1157.0
Mynämäki,V,863.0
Myrskylä,V,238.0
Mäntsälä,V,2184.0
Mänttä-Vilppula,V,1109.0
Mäntyharju,V,742.0
Naantali,V,1849.0
Nakkila,V,558.0
Nivala,V,1253.0
Nokia,V,4051.0
Nousiainen,V,575.0
Nurmes,V,914.0
Nurmijärvi,V,4442.0
Närpes,V,1123.0
Orimattila,V,1626.0
Oripää,V,141.0
Orivesi,V,979.0
Oulainen,V,737.0
Oulu,V,21430.0
Outokumpu,V,654.0
Padasjoki,V,280.0
Paimio,V,1178.0
Paltamo,V,363.0
Pargas,V,1549.0
Parikkala,V,432.0
Parkano,V,705.0
Pedersöre,V,1573.0
Pelkosenniemi,V,80.0
Pello,V,350.0
Perho,V,311.0
Petäjävesi,V,382.0
Pieksämäki,V,1862.0
Pielavesi,V,358.0
Jakobstad,V,2375.0
Pihtipudas,V,419.0
Pirkkala,V,1941.0
Polvijärvi,V,423.0
Pomarkku,V,238.0
Pori,V,8844.0
Pornainen,V,417.0
Porvoo,V,4829.0
Posio,V,351.0
Pudasjärvi,V,791.0
Pukkila,V,167.0
Punkalaidun,V,293.0
Puolanka,V,241.0
Puumala,V,225.0
Pyhtää,V,486.0
Pyhäjoki,V,308.0
Pyhäjärvi,V,521.0
Pyhäntä,V,193.0
Pyhäranta,V,251.0
Pälkäne,V,720.0
Pöytyä,V,917.0
Raahe,V,2731.0
Raseborg,V,3142.0
Raisio,V,2865.0
Rantasalmi,V,318.0
Ranua,V,357.0
Rauma,V,4078.0
Rautalampi,V,298.0
Rautavaara,V,102.0
Rautjärvi,V,291.0
Reisjärvi,V,216.0
Riihimäki,V,2877.0
Ristijärvi,V,102.0
Rovaniemi,V,7074.0
Ruokolahti,V,532.0
Ruovesi,V,377.0
Rusko,V,769.0
Rääkkylä,V,170.0
Saarijärvi,V,1041.0
Salla,V,318.0
Salo,V,5585.0
Saltvik,V,167.0
Sastamala,V,2570.0
Sauvo,V,338.0
Savitaipale,V,324.0
Savonlinna,V,3499.0
Savukoski,V,83.0
Seinäjoki,V,7848.0
Sievi,V,454.0
Siikainen,V,129.0
Siikajoki,V,572.0
Siikalatva,V,530.0
Siilinjärvi,V,2576.0
Simo,V,335.0
Sipoo,V,1974.0
Siuntio,V,611.0
Sodankylä,V,908.0
Soini,V,187.0
Somero,V,925.0
Sonkajärvi,V,409.0
Sotkamo,V,1179.0
Sottunga,V,0.0
Sulkava,V,198.0
Sund,V,121.0
Suomussalmi,V,768.0
Suonenjoki,V,741.0
Sysmä,V,357.0
Säkylä,V,712.0
Taipalsaari,V,436.0
Taivalkoski,V,422.0
Taivassalo,V,188.0
Tammela,V,599.0
Tampere,V,23154.0
Tervo,V,130.0
Tervola,V,292.0
Teuva,V,533.0
Tohmajärvi,V,393.0
Toholampi,V,236.0
Toivakka,V,274.0
Tornio,V,2261.0
Turku,V,18503.0
Tuusniemi,V,227.0
Tuusula,V,3860.0
Tyrnävä,V,815.0
Ulvila,V,1619.0
Urjala,V,471.0
Utajärvi,V,271.0
Utsjoki,V,107.0
Uurainen,V,396.0
Nykarleby,V,910.0
Uusikaupunki,V,1798.0
Vaala,V,296.0
Vaasa,V,6671.0
Valkeakoski,V,2523.0
Vantaa,V,22582.0
Varkaus,V,1987.0
Vehmaa,V,240.0
Vesanto,V,169.0
Vesilahti,V,460.0
Veteli,V,390.0
Vieremä,V,351.0
Vihti,V,2778.0
Viitasaari,V,672.0
Vimpeli,V,271.0
Virolahti,V,331.0
Virrat,V,635.0
Vårdö,V,53.0
Vörå,V,806.0
Ylitornio,V,389.0
Ylivieska,V,1869.0
Ylöjärvi,V,3713.0
Ypäjä,V,249.0
Ähtäri,V,541.0
Äänekoski,V,2117.0
MK01 Uusimaa,V,145162.0
MK02 Southwest Finland,V,49850.0
MK04 Satakunta,V,22910.0
MK05 Kanta-Häme,V,17837.0
MK06 Pirkanmaa,V,54526.0
MK07 Päijät-Häme,V,21224.0
MK08 Kymenlaakso,V,17104.0
MK09 South Karelia,V,12954.0
MK10 South Savo,V,13868.0
MK11 North Savo,V,26138.0
MK12 North Karelia,V,16774.0
MK13 Central Finland,V,28787.0
MK14 South Ostrobothnia,V,21621.0
MK15 Ostrobothnia,V,19922.0
MK16 Central Ostrobothnia,V,7867.0
MK17 North Ostrobothnia,V,44551.0
MK18 Kainuu,V,7759.0
MK19 Lapland,V,18866.0
MK21 Åland,V,2825.0
HVA01 East Uusimaa wellbeing services county,V,9369.0
HVA02 Central Uusimaa wellbeing services county,V,20263.0
HVA03 West Uusimaa wellbeing services county,V,38922.0
HVA04 Vantaa and Kerava wellbeing services county,V,26374.0
HVA05 Southwest Finland wellbeing services county,V,49850.0
HVA06 Satakunta wellbeing services county,V,22910.0
HVA07 Kanta-Häme wellbeing services county,V,17837.0
HVA08 Pirkanmaa wellbeing services county,V,54526.0
HVA09 Päijät-Häme wellbeing services county,V,21224.0
HVA10 Kymenlaakso wellbeing services county,V,17104.0
HVA11 South Karelia wellbeing services county,V,12954.0
HVA12 South Savo wellbeing services county,V,13868.0
HVA13 North Savo wellbeing services county,V,26138.0
HVA14 North Karelia wellbeing services county,V,16774.0
HVA15 Central Finland wellbeing services county,V,28787.0
HVA16 South Ostrobothnia wellbeing services county,V,21621.0
HVA17 Ostrobothnia wellbeing services county,V,19922.0
HVA18 Central Ostrobothnia wellbeing services county,V,7867.0
HVA19 North Ostrobothnia wellbeing services county,V,44551.0
HVA20 Kainuu wellbeing services county,V,7759.0
HVA21 Lapland wellbeing services county,V,18866.0
HVA90 City of Helsinki,V,50234.0
HVA91 Åland,V,2825.0
SK011 Helsinki,V,133301.0
SK014 Raasepori,V,4466.0
SK015 Porvoo,V,5712.0
SK016 Loviisa,V,1683.0
SK021 Åboland-Turunmaa,V,2222.0
SK022 Salo,V,6510.0
SK023 Turku,V,33950.0
SK024 Vakka-Suomi,V,3487.0
SK025 Loimaa,V,3681.0
SK041 Rauma,V,6976.0
SK043 Pori,V,14096.0
SK044 Pohjois-Satakunta,V,1838.0
SK051 Hämeenlinna,V,9724.0
SK052 Riihimäki,V,4628.0
SK053 Forssa,V,3485.0
SK061 Luoteis-Pirkanmaa,V,1625.0
SK063 Etelä-Pirkanmaa,V,4824.0
SK064 Tampere,V,42906.0
SK068 Lounais-Pirkanmaa,V,2863.0
SK069 Ylä-Pirkanmaa,V,2308.0
SK071 Lahti,V,21224.0
SK081 Kouvola,V,8533.0
SK082 Kotka-Hamina,V,8571.0
SK091 Lappeenranta,V,8982.0
SK093 Imatra,V,3972.0
SK101 Mikkeli,V,7282.0
SK103 Savonlinna,V,4151.0
SK105 Pieksämäki,V,2435.0
SK111 Ylä-Savo,V,5491.0
SK112 Kuopio,V,15233.0
SK113 Koillis-Savo,V,573.0
SK114 Varkaus,V,3503.0
SK115 Sisä-Savo,V,1338.0
SK122 Joensuu,V,13182.0
SK124 Keski-Karjala,V,1585.0
SK125 Pielisen Karjala,V,2007.0
SK131 Jyväskylä,V,19711.0
SK132 Joutsa,V,399.0
SK133 Keuruu,V,1191.0
SK134 Jämsä,V,2127.0
SK135 Äänekoski,V,2349.0
SK138 Saarijärvi-Viitasaari,V,3010.0
SK141 Suupohja,V,2255.0
SK142 Seinäjoki,V,15213.0
SK144 Kuusiokunnat,V,2186.0
SK146 Järviseutu,V,1967.0
SK152 Vaasa,V,11424.0
SK153 Sydösterbotten,V,1991.0
SK154 Jakobstadsregionen,V,6507.0
SK161 Kaustinen,V,1590.0
SK162 Kokkola,V,6277.0
SK171 Oulu,V,27041.0
SK173 Oulunkaari,V,2471.0
SK174 Raahe,V,3611.0
SK175 Haapavesi-Siikalatva,V,1454.0
SK176 Nivala-Haapajärvi,V,2975.0
SK177 Ylivieska,V,4874.0
SK178 Koillismaa,V,2125.0
SK181 Kehys-Kainuu,V,2109.0
SK182 Kajaani,V,5650.0
SK191 Rovaniemi,V,7431.0
SK192 Kemi-Tornio,V,5901.0
SK193 Torniolaakso,V,739.0
SK194 Itä-Lappi,V,1596.0
SK196 Tunturi-Lappi,V,1406.0
SK197 Pohjois-Lappi,V,1793.0
SK211 Mariehamns stad,V,1040.0
SK212 Ålands landsbygd,V,1585.0
SK213 Ålands skärgård,V,200.0
Akaa,VI,1809.0
Alajärvi,VI,900.0
Alavieska,VI,203.0
Alavus,VI,1056.0
Asikkala,VI,807.0
Askola,VI,520.0
Aura,VI,460.0
Brändö,VI,38.0
Eckerö,VI,110.0
Enonkoski,VI,122.0
Enontekiö,VI,152.0
Espoo,VI,23822.0
Eura,VI,1191.0
Eurajoki,VI,1051.0
Evijärvi,VI,219.0
Finström,VI,338.0
Forssa,VI,1644.0
Föglö,VI,70.0
Geta,VI,33.0
Haapajärvi,VI,703.0
Haapavesi,VI,719.0
Hailuoto,VI,88.0
Halsua,VI,93.0
Hamina,VI,2032.0
Hammarland,VI,181.0
Hankasalmi,VI,453.0
Hanko,VI,852.0
Harjavalta,VI,706.0
Hartola,VI,214.0
Hattula,VI,1219.0
Hausjärvi,VI,829.0
Heinola,VI,1739.0
Heinävesi,VI,311.0
Helsinki,VI,53375.0
Hirvensalmi,VI,200.0
Hollola,VI,2534.0
Huittinen,VI,1072.0
Humppila,VI,223.0
Hyrynsalmi,VI,168.0
Hyvinkää,VI,4994.0
Hämeenkyrö,VI,1151.0
Hämeenlinna,VI,7181.0
Ii,VI,1032.0
Iisalmi,VI,2244.0
Iitti,VI,656.0
Ikaalinen,VI,673.0
Ilmajoki,VI,1593.0
Ilomantsi,VI,372.0
Imatra,VI,2533.0
Inari,VI,704.0
Ingå,VI,615.0
Isojoki,VI,163.0
Isokyrö,VI,398.0
Janakkala,VI,1771.0
Joensuu,VI,7431.0
Jokioinen,VI,520.0
Jomala,VI,673.0
Joroinen,VI,454.0
Joutsa,VI,356.0
Juuka,VI,356.0
Juupajoki,VI,161.0
Juva,VI,525.0
Jyväskylä,VI,14571.0
Jämijärvi,VI,182.0
Jämsä,VI,2083.0
Järvenpää,VI,5132.0
Kaarina,VI,3969.0
Kaavi,VI,264.0
Kajaani,VI,4141.0
Kalajoki,VI,1233.0
Kangasala,VI,3791.0
Kangasniemi,VI,449.0
Kankaanpää,VI,1216.0
Kannonkoski,VI,102.0
Kannus,VI,662.0
Karijoki,VI,95.0
Karkkila,VI,942.0
Karstula,VI,328.0
Karvia,VI,183.0
Kaskinen,VI,140.0
Kauhajoki,VI,1232.0
Kauhava,VI,1669.0
Kauniainen,VI,540.0
Kaustinen,VI,469.0
Keitele,VI,220.0
Kemi,VI,2111.0
Kemijärvi,VI,755.0
Keminmaa,VI,952.0
Kimitoön,VI,652.0
Kempele,VI,2395.0
Kerava,VI,4160.0
Keuruu,VI,978.0
Kihniö,VI,145.0
Kinnula,VI,165.0
Kirkkonummi,VI,3934.0
Kitee,VI,797.0
Kittilä,VI,679.0
Kiuruvesi,VI,703.0
Kivijärvi,VI,71.0
Kokemäki,VI,697.0
Kokkola,VI,5272.0
Kolari,VI,348.0
Konnevesi,VI,194.0
Kontiolahti,VI,1937.0
Korsnäs,VI,201.0
Koski Tl,VI,191.0
Kotka,VI,4832.0
Kouvola,VI,8736.0
Kristinestad,VI,600.0
Kronoby,VI,753.0
Kuhmo,VI,750.0
Kuhmoinen,VI,230.0
Kumlinge,VI,27.0
Kuopio,VI,12477.0
Kuortane,VI,350.0
Kurikka,VI,2055.0
Kustavi,VI,98.0
Kuusamo,VI,1485.0
Kyyjärvi,VI,122.0
Kärkölä,VI,416.0
Kärsämäki,VI,251.0
Kökar,VI,19.0
Lahti,VI,11525.0
Laihia,VI,911.0
Laitila,VI,917.0
Lapinjärvi,VI,244.0
Lapinlahti,VI,960.0
Lappajärvi,VI,283.0
Lappeenranta,VI,7298.0
Lapua,VI,1705.0
Laukaa,VI,2140.0
Lemi,VI,278.0
Lemland,VI,203.0
Lempäälä,VI,2673.0
Leppävirta,VI,914.0
Lestijärvi,VI,54.0
Lieksa,VI,934.0
Lieto,VI,2426.0
Liminka,VI,1282.0
Liperi,VI,1298.0
Lohja,VI,4650.0
Loimaa,VI,1447.0
Loppi,VI,798.0
Loviisa,VI,1443.0
Luhanka,VI,76.0
Lumijoki,VI,163.0
Lumparland,VI,36.0
Larsmo,VI,589.0
Luumäki,VI,387.0
Malax,VI,666.0
Mariehamn,VI,1140.0
Marttila,VI,192.0
Masku,VI,1224.0
Merijärvi,VI,93.0
Merikarvia,VI,263.0
Miehikkälä,VI,148.0
Mikkeli,VI,5659.0
Muhos,VI,1050.0
Multia,VI,133.0
Muonio,VI,265.0
Korsholm,VI,2545.0
Muurame,VI,1224.0
Mynämäki,VI,882.0
Myrskylä,VI,166.0
Mäntsälä,VI,2342.0
Mänttä-Vilppula,VI,959.0
Mäntyharju,VI,705.0
Naantali,VI,2100.0
Nakkila,VI,531.0
Nivala,VI,1123.0
Nokia,VI,4131.0
Nousiainen,VI,533.0
Nurmes,VI,860.0
Nurmijärvi,VI,4540.0
Närpes,VI,974.0
Orimattila,VI,1651.0
Oripää,VI,128.0
Orivesi,VI,881.0
Oulainen,VI,675.0
Oulu,VI,21624.0
Outokumpu,VI,633.0
Padasjoki,VI,237.0
Paimio,VI,1373.0
Paltamo,VI,263.0
Pargas,VI,1666.0
Parikkala,VI,426.0
Parkano,VI,578.0
Pedersöre,VI,1398.0
Pelkosenniemi,VI,107.0
Pello,VI,287.0
Perho,VI,205.0
Petäjävesi,VI,353.0
Pieksämäki,VI,1841.0
Pielavesi,VI,315.0
Jakobstad,VI,2100.0
Pihtipudas,VI,354.0
Pirkkala,VI,2210.0
Polvijärvi,VI,400.0
Pomarkku,VI,188.0
Pori,VI,8756.0
Pornainen,VI,535.0
Porvoo,VI,5156.0
Posio,VI,284.0
Pudasjärvi,VI,682.0
Pukkila,VI,178.0
Punkalaidun,VI,219.0
Puolanka,VI,199.0
Puumala,VI,174.0
Pyhtää,VI,582.0
Pyhäjoki,VI,353.0
Pyhäjärvi,VI,451.0
Pyhäntä,VI,175.0
Pyhäranta,VI,220.0
Pälkäne,VI,627.0
Pöytyä,VI,933.0
Raahe,VI,2652.0
Raseborg,VI,2914.0
Raisio,VI,2818.0
Rantasalmi,VI,317.0
Ranua,VI,372.0
Rauma,VI,4024.0
Rautalampi,VI,245.0
Rautavaara,VI,108.0
Rautjärvi,VI,287.0
Reisjärvi,VI,294.0
Riihimäki,VI,2970.0
Ristijärvi,VI,105.0
Rovaniemi,VI,7153.0
Ruokolahti,VI,514.0
Ruovesi,VI,378.0
Rusko,VI,854.0
Rääkkylä,VI,164.0
Saarijärvi,VI,826.0
Salla,VI,303.0
Salo,VI,5137.0
Saltvik,VI,216.0
Sastamala,VI,2464.0
Sauvo,VI,293.0
Savitaipale,VI,304.0
Savonlinna,VI,3195.0
Savukoski,VI,85.0
Seinäjoki,VI,7579.0
Sievi,VI,404.0
Siikainen,VI,119.0
Siikajoki,VI,437.0
Siikalatva,VI,547.0
Siilinjärvi,VI,2585.0
Simo,VI,317.0
Sipoo,VI,2206.0
Siuntio,VI,652.0
Sodankylä,VI,905.0
Soini,VI,152.0
Somero,VI,849.0
Sonkajärvi,VI,310.0
Sotkamo,VI,981.0
Sottunga,VI,0.0
Sulkava,VI,230.0
Sund,VI,121.0
Suomussalmi,VI,786.0
Suonenjoki,VI,586.0
Sysmä,VI,302.0
Säkylä,VI,694.0
Taipalsaari,VI,467.0
Taivalkoski,VI,361.0
Taivassalo,VI,171.0
Tammela,VI,661.0
Tampere,VI,23241.0
Tervo,VI,141.0
Tervola,VI,279.0
Teuva,VI,439.0
Tohmajärvi,VI,428.0
Toholampi,VI,267.0
Toivakka,VI,249.0
Tornio,VI,2296.0
Turku,VI,18028.0
Tuusniemi,VI,204.0
Tuusula,VI,4517.0
Tyrnävä,VI,606.0
Ulvila,VI,1426.0
Urjala,VI,397.0
