Area,Age,value
Oulainen,41,76.0
Oulainen,42,80.0
Oulainen,43,81.0
Oulainen,44,90.0
Oulainen,45,82.0
Oulainen,46,65.0
Oulainen,47,78.0
Oulainen,48,74.0
Oulainen,49,75.0
Oulainen,50,76.0
Oulainen,51,69.0
Oulainen,52,73.0
Oulainen,53,67.0
Oulainen,54,78.0
Oulainen,55,68.0
Oulainen,56,76.0
Oulainen,57,84.0
Oulainen,58,79.0
Oulainen,59,85.0
Oulainen,60,87.0
Oulainen,61,94.0
Oulainen,62,81.0
Oulainen,63,104.0
Oulainen,64,98.0
Oulainen,65,92.0
Oulainen,66,109.0
Oulainen,67,110.0
Oulainen,68,120.0
Oulainen,69,107.0
Oulainen,70,108.0
Oulainen,71,117.0
Oulainen,72,93.0
Oulainen,73,113.0
Oulainen,74,95.0
Oulainen,75,84.0
Oulainen,76,93.0
Oulainen,77,91.0
Oulainen,78,103.0
Oulainen,79,88.0
Oulainen,80,84.0
Oulainen,81,50.0
Oulainen,82,59.0
Oulainen,83,38.0
Oulainen,84,45.0
Oulainen,85,32.0
Oulainen,86,41.0
Oulainen,87,45.0
Oulainen,88,29.0
Oulainen,89,33.0
Oulainen,90,27.0
Oulainen,91,21.0
Oulainen,92,24.0
Oulainen,93,13.0
Oulainen,94,18.0
Oulainen,95,10.0
Oulainen,96,6.0
Oulainen,97,4.0
Oulainen,98,4.0
Oulainen,99,3.0
Oulainen,100 -,1.0
Oulu,Total,217469.0
Oulu,0,2044.0
Oulu,1,1825.0
Oulu,2,1840.0
Oulu,3,1976.0
Oulu,4,2122.0
Oulu,5,2055.0
Oulu,6,1943.0
Oulu,7,2022.0
Oulu,8,2098.0
Oulu,9,2266.0
Oulu,10,2397.0
Oulu,11,2497.0
Oulu,12,2562.0
Oulu,13,2741.0
Oulu,14,2664.0
Oulu,15,2705.0
Oulu,16,2820.0
Oulu,17,2901.0
Oulu,18,2932.0
Oulu,19,3309.0
Oulu,20,3665.0
Oulu,21,3928.0
Oulu,22,3888.0
Oulu,23,3897.0
Oulu,24,3690.0
Oulu,25,3642.0
Oulu,26,3447.0
Oulu,27,3267.0
Oulu,28,3342.0
Oulu,29,3221.0
Oulu,30,3357.0
Oulu,31,3321.0
Oulu,32,3355.0
Oulu,33,3303.0
Oulu,34,3345.0
Oulu,35,3111.0
Oulu,36,3029.0
Oulu,37,2863.0
Oulu,38,2949.0
Oulu,39,2832.0
Oulu,40,2900.0
Oulu,41,3038.0
Oulu,42,2985.0
Oulu,43,2975.0
Oulu,44,2728.0
Oulu,45,2823.0
Oulu,46,2823.0
Oulu,47,2857.0
Oulu,48,2756.0
Oulu,49,2821.0
Oulu,50,2705.0
Oulu,51,2490.0
Oulu,52,2177.0
Oulu,53,2233.0
Oulu,54,2247.0
Oulu,55,2251.0
Oulu,56,2168.0
Oulu,57,2275.0
Oulu,58,2359.0
Oulu,59,2346.0
Oulu,60,2273.0
Oulu,61,2299.0
Oulu,62,2286.0
Oulu,63,2316.0
Oulu,64,2267.0
Oulu,65,2172.0
Oulu,66,2117.0
Oulu,67,2068.0
Oulu,68,2101.0
Oulu,69,2130.0
Oulu,70,2096.0
Oulu,71,2017.0
Oulu,72,1986.0
Oulu,73,1981.0
Oulu,74,1863.0
Oulu,75,1820.0
Oulu,76,1868.0
Oulu,77,1778.0
Oulu,78,1635.0
Oulu,79,1579.0
Oulu,80,1366.0
Oulu,81,970.0
Oulu,82,1015.0
Oulu,83,737.0
Oulu,84,1031.0
Oulu,85,611.0
Oulu,86,698.0
Oulu,87,614.0
Oulu,88,543.0
Oulu,89,430.0
Oulu,90,399.0
Oulu,91,330.0
Oulu,92,243.0
Oulu,93,177.0
Oulu,94,157.0
Oulu,95,125.0
Oulu,96,76.0
Oulu,97,65.0
Oulu,98,40.0
Oulu,99,31.0
Oulu,100 -,31.0
Outokumpu,Total,6365.0
Outokumpu,0,18.0
Outokumpu,1,34.0
Outokumpu,2,24.0
Outokumpu,3,35.0
Outokumpu,4,41.0
Outokumpu,5,41.0
Outokumpu,6,45.0
Outokumpu,7,48.0
Outokumpu,8,50.0
Outokumpu,9,66.0
Outokumpu,10,64.0
Outokumpu,11,70.0
Outokumpu,12,66.0
Outokumpu,13,79.0
Outokumpu,14,85.0
Outokumpu,15,65.0
Outokumpu,16,76.0
Outokumpu,17,66.0
Outokumpu,18,71.0
Outokumpu,19,59.0
Outokumpu,20,67.0
Outokumpu,21,30.0
Outokumpu,22,33.0
Outokumpu,23,34.0
Outokumpu,24,45.0
Outokumpu,25,51.0
Outokumpu,26,52.0
Outokumpu,27,38.0
Outokumpu,28,51.0
Outokumpu,29,49.0
Outokumpu,30,47.0
Outokumpu,31,54.0
Outokumpu,32,59.0
Outokumpu,33,64.0
Outokumpu,34,65.0
Outokumpu,35,79.0
Outokumpu,36,63.0
Outokumpu,37,79.0
Outokumpu,38,68.0
Outokumpu,39,75.0
Outokumpu,40,89.0
Outokumpu,41,93.0
Outokumpu,42,86.0
Outokumpu,43,70.0
Outokumpu,44,65.0
Outokumpu,45,81.0
Outokumpu,46,69.0
Outokumpu,47,72.0
Outokumpu,48,58.0
Outokumpu,49,61.0
Outokumpu,50,71.0
Outokumpu,51,75.0
Outokumpu,52,58.0
Outokumpu,53,61.0
Outokumpu,54,51.0
Outokumpu,55,64.0
Outokumpu,56,64.0
Outokumpu,57,78.0
Outokumpu,58,89.0
Outokumpu,59,94.0
Outokumpu,60,83.0
Outokumpu,61,88.0
Outokumpu,62,73.0
Outokumpu,63,93.0
Outokumpu,64,100.0
Outokumpu,65,112.0
Outokumpu,66,107.0
Outokumpu,67,102.0
Outokumpu,68,119.0
Outokumpu,69,120.0
Outokumpu,70,136.0
Outokumpu,71,120.0
Outokumpu,72,137.0
Outokumpu,73,121.0
Outokumpu,74,120.0
Outokumpu,75,113.0
Outokumpu,76,101.0
Outokumpu,77,113.0
Outokumpu,78,109.0
Outokumpu,79,86.0
Outokumpu,80,96.0
Outokumpu,81,49.0
Outokumpu,82,64.0
Outokumpu,83,48.0
Outokumpu,84,47.0
Outokumpu,85,39.0
Outokumpu,86,40.0
Outokumpu,87,42.0
Outokumpu,88,24.0
Outokumpu,89,27.0
Outokumpu,90,25.0
Outokumpu,91,11.0
Outokumpu,92,7.0
Outokumpu,93,9.0
Outokumpu,94,12.0
Outokumpu,95,5.0
Outokumpu,96,9.0
Outokumpu,97,1.0
Outokumpu,98,0.0
Outokumpu,99,1.0
Outokumpu,100 -,1.0
Padasjoki,Total,2656.0
Padasjoki,0,12.0
Padasjoki,1,7.0
Padasjoki,2,13.0
Padasjoki,3,13.0
Padasjoki,4,16.0
Padasjoki,5,18.0
Padasjoki,6,13.0
Padasjoki,7,15.0
Padasjoki,8,16.0
Padasjoki,9,16.0
Padasjoki,10,11.0
Padasjoki,11,17.0
Padasjoki,12,16.0
Padasjoki,13,20.0
Padasjoki,14,24.0
Padasjoki,15,21.0
Padasjoki,16,27.0
Padasjoki,17,24.0
Padasjoki,18,27.0
Padasjoki,19,17.0
Padasjoki,20,11.0
Padasjoki,21,13.0
Padasjoki,22,14.0
Padasjoki,23,9.0
Padasjoki,24,11.0
Padasjoki,25,9.0
Padasjoki,26,13.0
Padasjoki,27,5.0
Padasjoki,28,13.0
Padasjoki,29,14.0
Padasjoki,30,25.0
Padasjoki,31,18.0
Padasjoki,32,20.0
Padasjoki,33,14.0
Padasjoki,34,22.0
Padasjoki,35,13.0
Padasjoki,36,17.0
Padasjoki,37,23.0
Padasjoki,38,22.0
Padasjoki,39,15.0
Padasjoki,40,27.0
Padasjoki,41,26.0
Padasjoki,42,26.0
Padasjoki,43,17.0
Padasjoki,44,35.0
Padasjoki,45,22.0
Padasjoki,46,22.0
Padasjoki,47,28.0
Padasjoki,48,28.0
Padasjoki,49,28.0
Padasjoki,50,24.0
Padasjoki,51,29.0
Padasjoki,52,24.0
Padasjoki,53,28.0
Padasjoki,54,33.0
Padasjoki,55,36.0
Padasjoki,56,35.0
Padasjoki,57,33.0
Padasjoki,58,33.0
Padasjoki,59,41.0
Padasjoki,60,48.0
Padasjoki,61,42.0
Padasjoki,62,36.0
Padasjoki,63,62.0
Padasjoki,64,64.0
Padasjoki,65,57.0
Padasjoki,66,52.0
Padasjoki,67,58.0
Padasjoki,68,59.0
Padasjoki,69,45.0
Padasjoki,70,59.0
Padasjoki,71,60.0
Padasjoki,72,54.0
Padasjoki,73,64.0
Padasjoki,74,47.0
Padasjoki,75,52.0
Padasjoki,76,68.0
Padasjoki,77,61.0
Padasjoki,78,61.0
Padasjoki,79,51.0
Padasjoki,80,45.0
Padasjoki,81,28.0
Padasjoki,82,37.0
Padasjoki,83,31.0
Padasjoki,84,40.0
Padasjoki,85,22.0
Padasjoki,86,25.0
Padasjoki,87,26.0
Padasjoki,88,18.0
Padasjoki,89,17.0
Padasjoki,90,14.0
Padasjoki,91,6.0
Padasjoki,92,6.0
Padasjoki,93,8.0
Padasjoki,94,5.0
Padasjoki,95,3.0
Padasjoki,96,3.0
Padasjoki,97,0.0
Padasjoki,98,2.0
Padasjoki,99,0.0
Padasjoki,100 -,1.0
Paimio,Total,11284.0
Paimio,0,103.0
Paimio,1,85.0
Paimio,2,101.0
Paimio,3,115.0
Paimio,4,145.0
Paimio,5,121.0
Paimio,6,113.0
Paimio,7,123.0
Paimio,8,148.0
Paimio,9,163.0
Paimio,10,147.0
Paimio,11,158.0
Paimio,12,156.0
Paimio,13,157.0
Paimio,14,147.0
Paimio,15,165.0
Paimio,16,148.0
Paimio,17,139.0
Paimio,18,144.0
Paimio,19,106.0
Paimio,20,83.0
Paimio,21,61.0
Paimio,22,80.0
Paimio,23,61.0
Paimio,24,66.0
Paimio,25,63.0
Paimio,26,79.0
Paimio,27,89.0
Paimio,28,94.0
Paimio,29,96.0
Paimio,30,114.0
Paimio,31,134.0
Paimio,32,137.0
Paimio,33,158.0
Paimio,34,148.0
Paimio,35,162.0
Paimio,36,133.0
Paimio,37,173.0
Paimio,38,139.0
Paimio,39,186.0
Paimio,40,171.0
Paimio,41,163.0
Paimio,42,185.0
Paimio,43,164.0
Paimio,44,185.0
Paimio,45,157.0
Paimio,46,144.0
Paimio,47,150.0
Paimio,48,187.0
Paimio,49,151.0
Paimio,50,151.0
Paimio,51,131.0
Paimio,52,125.0
Paimio,53,142.0
Paimio,54,122.0
Paimio,55,141.0
Paimio,56,143.0
Paimio,57,134.0
Paimio,58,129.0
Paimio,59,144.0
Paimio,60,125.0
Paimio,61,128.0
Paimio,62,123.0
Paimio,63,143.0
Paimio,64,134.0
Paimio,65,132.0
Paimio,66,126.0
Paimio,67,120.0
Paimio,68,127.0
Paimio,69,138.0
Paimio,70,127.0
Paimio,71,147.0
Paimio,72,128.0
Paimio,73,131.0
Paimio,74,138.0
Paimio,75,130.0
Paimio,76,137.0
Paimio,77,143.0
Paimio,78,122.0
Paimio,79,136.0
Paimio,80,103.0
Paimio,81,83.0
Paimio,82,73.0
Paimio,83,51.0
Paimio,84,59.0
Paimio,85,43.0
Paimio,86,49.0
Paimio,87,35.0
Paimio,88,37.0
Paimio,89,25.0
Paimio,90,29.0
Paimio,91,24.0
Paimio,92,18.0
Paimio,93,14.0
Paimio,94,13.0
Paimio,95,11.0
Paimio,96,6.0
Paimio,97,7.0
Paimio,98,5.0
Paimio,99,1.0
Paimio,100 -,4.0
Paltamo,Total,2941.0
Paltamo,0,6.0
Paltamo,1,12.0
Paltamo,2,14.0
Paltamo,3,14.0
Paltamo,4,17.0
Paltamo,5,18.0
Paltamo,6,19.0
Paltamo,7,19.0
Paltamo,8,22.0
Paltamo,9,23.0
Paltamo,10,19.0
Paltamo,11,41.0
Paltamo,12,26.0
Paltamo,13,29.0
Paltamo,14,32.0
Paltamo,15,42.0
Paltamo,16,28.0
Paltamo,17,28.0
Paltamo,18,26.0
Paltamo,19,23.0
Paltamo,20,16.0
Paltamo,21,12.0
Paltamo,22,18.0
Paltamo,23,19.0
Paltamo,24,12.0
Paltamo,25,11.0
Paltamo,26,13.0
Paltamo,27,23.0
Paltamo,28,12.0
Paltamo,29,25.0
Paltamo,30,23.0
Paltamo,31,26.0
Paltamo,32,19.0
Paltamo,33,27.0
Paltamo,34,25.0
Paltamo,35,23.0
Paltamo,36,20.0
Paltamo,37,24.0
Paltamo,38,23.0
Paltamo,39,26.0
Paltamo,40,31.0
Paltamo,41,33.0
Paltamo,42,34.0
Paltamo,43,37.0
Paltamo,44,26.0
Paltamo,45,28.0
Paltamo,46,28.0
Paltamo,47,35.0
Paltamo,48,45.0
Paltamo,49,27.0
Paltamo,50,29.0
Paltamo,51,30.0
Paltamo,52,25.0
Paltamo,53,28.0
Paltamo,54,30.0
Paltamo,55,30.0
Paltamo,56,43.0
Paltamo,57,40.0
Paltamo,58,45.0
Paltamo,59,49.0
Paltamo,60,55.0
Paltamo,61,49.0
Paltamo,62,60.0
Paltamo,63,71.0
Paltamo,64,57.0
Paltamo,65,53.0
Paltamo,66,74.0
Paltamo,67,60.0
Paltamo,68,68.0
Paltamo,69,52.0
Paltamo,70,72.0
Paltamo,71,58.0
Paltamo,72,72.0
Paltamo,73,51.0
Paltamo,74,49.0
Paltamo,75,48.0
Paltamo,76,47.0
Paltamo,77,43.0
Paltamo,78,58.0
Paltamo,79,44.0
Paltamo,80,43.0
Paltamo,81,32.0
Paltamo,82,25.0
Paltamo,83,26.0
Paltamo,84,28.0
Paltamo,85,22.0
Paltamo,86,25.0
Paltamo,87,12.0
Paltamo,88,15.0
Paltamo,89,7.0
Paltamo,90,9.0
Paltamo,91,8.0
Paltamo,92,6.0
Paltamo,93,4.0
Paltamo,94,4.0
Paltamo,95,5.0
Paltamo,96,0.0
Paltamo,97,0.0
Paltamo,98,0.0
Paltamo,99,1.0
Paltamo,100 -,0.0
Pargas,Total,14712.0
Pargas,0,84.0
Pargas,1,81.0
Pargas,2,122.0
Pargas,3,101.0
Pargas,4,111.0
Pargas,5,102.0
Pargas,6,124.0
Pargas,7,105.0
Pargas,8,141.0
Pargas,9,146.0
Pargas,10,136.0
Pargas,11,167.0
Pargas,12,186.0
Pargas,13,182.0
Pargas,14,184.0
Pargas,15,185.0
Pargas,16,202.0
Pargas,17,154.0
Pargas,18,176.0
Pargas,19,133.0
Pargas,20,102.0
Pargas,21,76.0
Pargas,22,84.0
Pargas,23,75.0
Pargas,24,76.0
Pargas,25,95.0
Pargas,26,95.0
Pargas,27,117.0
Pargas,28,103.0
Pargas,29,111.0
Pargas,30,110.0
Pargas,31,140.0
Pargas,32,127.0
Pargas,33,114.0
Pargas,34,136.0
Pargas,35,141.0
Pargas,36,143.0
Pargas,37,136.0
Pargas,38,146.0
Pargas,39,168.0
Pargas,40,138.0
Pargas,41,163.0
Pargas,42,175.0
Pargas,43,184.0
Pargas,44,199.0
Pargas,45,184.0
Pargas,46,194.0
Pargas,47,208.0
Pargas,48,200.0
Pargas,49,214.0
Pargas,50,205.0
Pargas,51,205.0
Pargas,52,189.0
Pargas,53,207.0
Pargas,54,225.0
Pargas,55,229.0
Pargas,56,211.0
Pargas,57,221.0
Pargas,58,240.0
Pargas,59,219.0
Pargas,60,210.0
Pargas,61,235.0
Pargas,62,221.0
Pargas,63,236.0
Pargas,64,202.0
Pargas,65,213.0
Pargas,66,215.0
Pargas,67,198.0
Pargas,68,231.0
Pargas,69,231.0
Pargas,70,193.0
Pargas,71,212.0
Pargas,72,209.0
Pargas,73,234.0
Pargas,74,228.0
Pargas,75,227.0
Pargas,76,218.0
Pargas,77,225.0
Pargas,78,225.0
Pargas,79,229.0
Pargas,80,172.0
Pargas,81,131.0
Pargas,82,115.0
Pargas,83,87.0
Pargas,84,115.0
Pargas,85,78.0
Pargas,86,79.0
Pargas,87,78.0
Pargas,88,65.0
Pargas,89,59.0
Pargas,90,39.0
Pargas,91,44.0
Pargas,92,35.0
Pargas,93,30.0
Pargas,94,24.0
Pargas,95,14.0
Pargas,96,10.0
Pargas,97,9.0
Pargas,98,3.0
Pargas,99,2.0
Pargas,100 -,4.0
Parikkala,Total,4235.0
Parikkala,0,13.0
Parikkala,1,13.0
Parikkala,2,17.0
Parikkala,3,17.0
Parikkala,4,17.0
Parikkala,5,27.0
Parikkala,6,20.0
Parikkala,7,33.0
Parikkala,8,25.0
Parikkala,9,33.0
Parikkala,10,26.0
Parikkala,11,36.0
Parikkala,12,38.0
Parikkala,13,37.0
Parikkala,14,38.0
Parikkala,15,39.0
Parikkala,16,26.0
Parikkala,17,32.0
Parikkala,18,27.0
Parikkala,19,29.0
Parikkala,20,17.0
Parikkala,21,17.0
Parikkala,22,10.0
Parikkala,23,8.0
Parikkala,24,12.0
Parikkala,25,13.0
Parikkala,26,20.0
Parikkala,27,17.0
Parikkala,28,19.0
Parikkala,29,23.0
Parikkala,30,23.0
Parikkala,31,23.0
Parikkala,32,32.0
Parikkala,33,28.0
Parikkala,34,40.0
Parikkala,35,26.0
Parikkala,36,37.0
Parikkala,37,31.0
Parikkala,38,29.0
Parikkala,39,32.0
Parikkala,40,41.0
Parikkala,41,42.0
Parikkala,42,38.0
Parikkala,43,30.0
Parikkala,44,37.0
Parikkala,45,48.0
Parikkala,46,31.0
Parikkala,47,44.0
Parikkala,48,32.0
Parikkala,49,37.0
Parikkala,50,39.0
Parikkala,51,49.0
Parikkala,52,45.0
Parikkala,53,41.0
Parikkala,54,46.0
Parikkala,55,64.0
Parikkala,56,47.0
Parikkala,57,71.0
Parikkala,58,62.0
Parikkala,59,84.0
Parikkala,60,70.0
Parikkala,61,76.0
Parikkala,62,89.0
Parikkala,63,101.0
Parikkala,64,81.0
Parikkala,65,97.0
Parikkala,66,86.0
Parikkala,67,85.0
Parikkala,68,88.0
Parikkala,69,80.0
Parikkala,70,87.0
Parikkala,71,103.0
Parikkala,72,75.0
Parikkala,73,93.0
Parikkala,74,98.0
Parikkala,75,91.0
Parikkala,76,103.0
Parikkala,77,98.0
Parikkala,78,92.0
Parikkala,79,82.0
Parikkala,80,61.0
Parikkala,81,68.0
Parikkala,82,49.0
Parikkala,83,39.0
Parikkala,84,59.0
Parikkala,85,43.0
Parikkala,86,45.0
Parikkala,87,34.0
Parikkala,88,32.0
Parikkala,89,36.0
Parikkala,90,14.0
Parikkala,91,11.0
Parikkala,92,10.0
Parikkala,93,8.0
Parikkala,94,4.0
Parikkala,95,9.0
Parikkala,96,5.0
Parikkala,97,1.0
Parikkala,98,0.0
Parikkala,99,1.0
Parikkala,100 -,3.0
Parkano,Total,6011.0
Parkano,0,41.0
Parkano,1,34.0
Parkano,2,40.0
Parkano,3,38.0
Parkano,4,55.0
Parkano,5,49.0
Parkano,6,44.0
Parkano,7,41.0
Parkano,8,49.0
Parkano,9,59.0
Parkano,10,68.0
Parkano,11,61.0
Parkano,12,55.0
Parkano,13,51.0
Parkano,14,62.0
Parkano,15,62.0
Parkano,16,61.0
Parkano,17,74.0
Parkano,18,57.0
Parkano,19,48.0
Parkano,20,42.0
Parkano,21,42.0
Parkano,22,36.0
Parkano,23,29.0
Parkano,24,49.0
Parkano,25,34.0
Parkano,26,54.0
Parkano,27,51.0
Parkano,28,48.0
Parkano,29,43.0
Parkano,30,44.0
Parkano,31,68.0
Parkano,32,55.0
Parkano,33,65.0
Parkano,34,55.0
Parkano,35,60.0
Parkano,36,52.0
Parkano,37,67.0
Parkano,38,61.0
Parkano,39,53.0
Parkano,40,75.0
Parkano,41,73.0
Parkano,42,75.0
Parkano,43,69.0
Parkano,44,60.0
Parkano,45,60.0
Parkano,46,62.0
Parkano,47,54.0
Parkano,48,53.0
Parkano,49,72.0
Parkano,50,60.0
Parkano,51,46.0
Parkano,52,44.0
Parkano,53,67.0
Parkano,54,70.0
Parkano,55,70.0
Parkano,56,76.0
Parkano,57,74.0
Parkano,58,88.0
Parkano,59,80.0
Parkano,60,96.0
Parkano,61,110.0
Parkano,62,78.0
Parkano,63,82.0
Parkano,64,92.0
Parkano,65,96.0
Parkano,66,93.0
Parkano,67,116.0
Parkano,68,97.0
Parkano,69,105.0
Parkano,70,95.0
Parkano,71,115.0
Parkano,72,116.0
Parkano,73,102.0
Parkano,74,119.0
Parkano,75,110.0
Parkano,76,99.0
Parkano,77,111.0
Parkano,78,103.0
Parkano,79,100.0
Parkano,80,93.0
Parkano,81,57.0
Parkano,82,61.0
Parkano,83,54.0
Parkano,84,66.0
Parkano,85,31.0
Parkano,86,46.0
Parkano,87,37.0
Parkano,88,25.0
Parkano,89,24.0
Parkano,90,22.0
Parkano,91,21.0
Parkano,92,18.0
Parkano,93,11.0
Parkano,94,5.0
Parkano,95,5.0
Parkano,96,5.0
Parkano,97,4.0
Parkano,98,2.0
Parkano,99,3.0
Parkano,100 -,1.0
Pedersöre,Total,11289.0
Pedersöre,0,164.0
Pedersöre,1,151.0
Pedersöre,2,164.0
Pedersöre,3,159.0
Pedersöre,4,156.0
Pedersöre,5,187.0
Pedersöre,6,173.0
Pedersöre,7,171.0
Pedersöre,8,176.0
Pedersöre,9,160.0
Pedersöre,10,167.0
Pedersöre,11,169.0
Pedersöre,12,161.0
Pedersöre,13,181.0
Pedersöre,14,165.0
Pedersöre,15,193.0
Pedersöre,16,187.0
Pedersöre,17,196.0
Pedersöre,18,175.0
Pedersöre,19,143.0
Pedersöre,20,122.0
Pedersöre,21,124.0
Pedersöre,22,112.0
Pedersöre,23,111.0
Pedersöre,24,115.0
Pedersöre,25,128.0
Pedersöre,26,111.0
Pedersöre,27,129.0
Pedersöre,28,128.0
Pedersöre,29,144.0
Pedersöre,30,152.0
Pedersöre,31,131.0
Pedersöre,32,152.0
Pedersöre,33,151.0
Pedersöre,34,141.0
Pedersöre,35,177.0
Pedersöre,36,133.0
Pedersöre,37,127.0
Pedersöre,38,141.0
Pedersöre,39,123.0
Pedersöre,40,141.0
Pedersöre,41,121.0
Pedersöre,42,139.0
Pedersöre,43,148.0
Pedersöre,44,146.0
Pedersöre,45,140.0
Pedersöre,46,134.0
Pedersöre,47,129.0
Pedersöre,48,125.0
Pedersöre,49,104.0
Pedersöre,50,104.0
Pedersöre,51,106.0
Pedersöre,52,126.0
Pedersöre,53,122.0
Pedersöre,54,117.0
Pedersöre,55,112.0
Pedersöre,56,108.0
Pedersöre,57,109.0
Pedersöre,58,112.0
Pedersöre,59,118.0
Pedersöre,60,101.0
Pedersöre,61,123.0
Pedersöre,62,121.0
Pedersöre,63,115.0
Pedersöre,64,103.0
Pedersöre,65,117.0
Pedersöre,66,124.0
Pedersöre,67,110.0
Pedersöre,68,112.0
Pedersöre,69,109.0
Pedersöre,70,112.0
Pedersöre,71,113.0
Pedersöre,72,92.0
Pedersöre,73,95.0
Pedersöre,74,88.0
Pedersöre,75,114.0
Pedersöre,76,129.0
Pedersöre,77,99.0
Pedersöre,78,112.0
Pedersöre,79,106.0
Pedersöre,80,85.0
Pedersöre,81,58.0
Pedersöre,82,57.0
Pedersöre,83,56.0
Pedersöre,84,53.0
Pedersöre,85,44.0
Pedersöre,86,42.0
Pedersöre,87,26.0
Pedersöre,88,28.0
Pedersöre,89,30.0
Pedersöre,90,14.0
Pedersöre,91,23.0
Pedersöre,92,14.0
Pedersöre,93,9.0
Pedersöre,94,10.0
Pedersöre,95,12.0
Pedersöre,96,9.0
Pedersöre,97,7.0
Pedersöre,98,1.0
Pedersöre,99,3.0
Pedersöre,100 -,2.0
Pelkosenniemi,Total,932.0
Pelkosenniemi,0,7.0
Pelkosenniemi,1,5.0
Pelkosenniemi,2,2.0
Pelkosenniemi,3,8.0
Pelkosenniemi,4,5.0
Pelkosenniemi,5,2.0
Pelkosenniemi,6,5.0
Pelkosenniemi,7,10.0
Pelkosenniemi,8,3.0
Pelkosenniemi,9,11.0
Pelkosenniemi,10,9.0
Pelkosenniemi,11,8.0
Pelkosenniemi,12,6.0
Pelkosenniemi,13,7.0
Pelkosenniemi,14,4.0
Pelkosenniemi,15,2.0
Pelkosenniemi,16,5.0
Pelkosenniemi,17,1.0
Pelkosenniemi,18,4.0
Pelkosenniemi,19,4.0
Pelkosenniemi,20,2.0
Pelkosenniemi,21,4.0
Pelkosenniemi,22,3.0
Pelkosenniemi,23,3.0
Pelkosenniemi,24,6.0
Pelkosenniemi,25,3.0
Pelkosenniemi,26,6.0
Pelkosenniemi,27,7.0
Pelkosenniemi,28,9.0
Pelkosenniemi,29,6.0
Pelkosenniemi,30,3.0
Pelkosenniemi,31,13.0
Pelkosenniemi,32,12.0
Pelkosenniemi,33,11.0
Pelkosenniemi,34,10.0
Pelkosenniemi,35,10.0
Pelkosenniemi,36,13.0
Pelkosenniemi,37,10.0
Pelkosenniemi,38,12.0
Pelkosenniemi,39,6.0
Pelkosenniemi,40,13.0
Pelkosenniemi,41,16.0
Pelkosenniemi,42,10.0
Pelkosenniemi,43,15.0
Pelkosenniemi,44,8.0
Pelkosenniemi,45,8.0
Pelkosenniemi,46,19.0
Pelkosenniemi,47,16.0
Pelkosenniemi,48,16.0
Pelkosenniemi,49,7.0
Pelkosenniemi,50,16.0
Pelkosenniemi,51,6.0
Pelkosenniemi,52,6.0
Pelkosenniemi,53,9.0
Pelkosenniemi,54,8.0
Pelkosenniemi,55,10.0
Pelkosenniemi,56,7.0
Pelkosenniemi,57,14.0
Pelkosenniemi,58,14.0
Pelkosenniemi,59,17.0
Pelkosenniemi,60,14.0
Pelkosenniemi,61,10.0
Pelkosenniemi,62,12.0
Pelkosenniemi,63,17.0
Pelkosenniemi,64,20.0
Pelkosenniemi,65,16.0
Pelkosenniemi,66,25.0
Pelkosenniemi,67,25.0
Pelkosenniemi,68,21.0
Pelkosenniemi,69,24.0
Pelkosenniemi,70,24.0
Pelkosenniemi,71,15.0
Pelkosenniemi,72,15.0
Pelkosenniemi,73,16.0
Pelkosenniemi,74,20.0
Pelkosenniemi,75,19.0
Pelkosenniemi,76,19.0
Pelkosenniemi,77,13.0
Pelkosenniemi,78,15.0
Pelkosenniemi,79,17.0
Pelkosenniemi,80,9.0
Pelkosenniemi,81,7.0
Pelkosenniemi,82,8.0
Pelkosenniemi,83,2.0
Pelkosenniemi,84,9.0
Pelkosenniemi,85,8.0
Pelkosenniemi,86,9.0
Pelkosenniemi,87,3.0
Pelkosenniemi,88,10.0
Pelkosenniemi,89,1.0
Pelkosenniemi,90,6.0
Pelkosenniemi,91,2.0
Pelkosenniemi,92,2.0
Pelkosenniemi,93,2.0
Pelkosenniemi,94,1.0
Pelkosenniemi,95,1.0
Pelkosenniemi,96,1.0
Pelkosenniemi,97,0.0
Pelkosenniemi,98,1.0
Pelkosenniemi,99,0.0
Pelkosenniemi,100 -,1.0
Pello,Total,3146.0
Pello,0,19.0
Pello,1,20.0
Pello,2,11.0
Pello,3,16.0
Pello,4,15.0
Pello,5,20.0
Pello,6,21.0
Pello,7,10.0
Pello,8,22.0
Pello,9,24.0
Pello,10,29.0
Pello,11,20.0
Pello,12,28.0
Pello,13,27.0
Pello,14,22.0
Pello,15,21.0
Pello,16,27.0
Pello,17,18.0
Pello,18,21.0
Pello,19,18.0
Pello,20,23.0
Pello,21,21.0
Pello,22,14.0
Pello,23,20.0
Pello,24,21.0
Pello,25,11.0
Pello,26,16.0
Pello,27,20.0
Pello,28,26.0
Pello,29,7.0
Pello,30,19.0
Pello,31,26.0
Pello,32,22.0
Pello,33,30.0
Pello,34,33.0
Pello,35,26.0
Pello,36,18.0
Pello,37,21.0
Pello,38,24.0
Pello,39,27.0
Pello,40,26.0
Pello,41,24.0
Pello,42,35.0
Pello,43,36.0
Pello,44,24.0
Pello,45,25.0
Pello,46,17.0
Pello,47,21.0
Pello,48,24.0
Pello,49,24.0
Pello,50,24.0
Pello,51,29.0
Pello,52,29.0
Pello,53,24.0
Pello,54,26.0
Pello,55,28.0
Pello,56,37.0
Pello,57,38.0
Pello,58,43.0
